"v2015-02-05","v2015-10-02","v2009-05-20","v2009-09-20","v2010-03-16","v2016-04-01","v2010-10-11","v2011-07-22","v2012-06-01","v2013-0-03","v2014-05-02","property"
0,0,0,2,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Disease/diseasesdb"
0,0,0,2,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Disease/emedicineSubject"
0,0,0,2,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Disease/emedicineTopic"
0,0,0,4,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Disease/icd10"
0,0,0,1,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Disease/medlineplus"
0,0,0,1,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Disease/meshId"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/Lake/areaOfCatchment"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/Lake/volume"
0,3,0,0,2,0,0,0,0,0,0," http://dbpedia.org/ontology/MeanOfTransportation/length"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/Person/height"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/Person/weight"
0,0,0,42,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/binomial"
0,0,0,30258,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/binomialAuthority"
0,0,0,94162,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/class"
0,0,0,938,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/color"
0,0,0,31539,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/conservationStatus"
0,0,0,29194,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/conservationStatusSystem"
0,0,0,139,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/division"
0,0,0,172,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/domain"
0,0,0,117411,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/family"
0,0,0,47008,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/genus"
0,0,0,87803,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/kingdom"
0,0,0,98558,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/order"
0,0,0,93789,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/phylum"
0,0,0,1081,0,0,0,0,0,0,0," http://dbpedia.org/ontology/Species/species"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/Weapon/weight"
0,7,0,0,4,0,0,0,0,0,0," http://dbpedia.org/ontology/Work/runtime"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/abbreviation"
207933,223983,0,0,224691,96334,116362,128858,145896,166654,187587," http://dbpedia.org/ontology/abstract"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/activeYearsEndDate"
0,6,0,0,5,0,0,0,0,0,0," http://dbpedia.org/ontology/activeYearsEndYear"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/activeYearsStartDate"
0,7,0,0,6,0,0,0,0,0,0," http://dbpedia.org/ontology/activeYearsStartYear"
0,2,0,0,2,0,0,0,0,0,0," http://dbpedia.org/ontology/address"
0,1,0,0,0,0,0,0,0,0,0," http://dbpedia.org/ontology/album"
1,14,0,0,5,0,0,0,0,0,0," http://dbpedia.org/ontology/alias"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/almaMater"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/areaOfCatchment"
0,3,0,0,3,0,0,0,0,0,0," http://dbpedia.org/ontology/areaTotal"
0,3,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/artist"
0,2,0,0,2,0,0,0,0,0,0," http://dbpedia.org/ontology/author"
1932,1996,0,0,2073,0,0,0,0,2202,2415," http://dbpedia.org/ontology/award"
0,3,0,0,3,0,0,0,0,0,0," http://dbpedia.org/ontology/background"
0,0,0,0,3,0,0,0,0,0,0," http://dbpedia.org/ontology/battle"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/beatifiedBy"
28,23,99,42,24,26,26,20,24,26,34," http://dbpedia.org/ontology/binomial"
65795,62112,0,30258,75784,27348,31938,36417,47153,51374,57053," http://dbpedia.org/ontology/binomialAuthority"
0,0,17390,0,0,0,0,0,0,0,0," http://dbpedia.org/ontology/binomial_authority"
18,55,0,0,43,0,0,0,0,1,0," http://dbpedia.org/ontology/birthDate"
1,5,0,0,3,0,0,0,0,0,0," http://dbpedia.org/ontology/birthName"
8,37,0,0,26,0,0,0,0,0,0," http://dbpedia.org/ontology/birthPlace"
18,54,0,0,35,0,0,0,0,0,0," http://dbpedia.org/ontology/birthYear"
1569,1779,0,0,1824,0,0,0,0,1704,1831," http://dbpedia.org/ontology/breeder"
0,5,0,0,3,0,0,0,0,0,0," http://dbpedia.org/ontology/builder"
0,1,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/buildingEndDate"
0,0,0,0,1,0,0,0,0,0,0," http://dbpedia.org/ontology/captureDate"
0,16,0,0,0,0,0,0,0,0,0," http://dbpedia.org/ontology/careerStation"
0,3,0,0,3,0,0,0,0,0,0," http://dbpedia.org/ontology/cinematography"
241264,225020,0,94162,230672,103320,123859,136184,178721,197749,218922," http://dbpedia.org/ontology/class"
