"count201504","count201510","count33","count34","count35","count35.1","count36","count37","count38","count39","count40","id","property"
0,0,0,29,0,0,0,0,0,0,0,332," http://dbpedia.org/ontology/Disease/diseasesdb"
0,0,0,21,0,0,0,0,0,0,0,333," http://dbpedia.org/ontology/Disease/emedicineSubject"
0,0,0,21,0,0,0,0,0,0,0,334," http://dbpedia.org/ontology/Disease/emedicineTopic"
0,0,0,15,0,0,0,0,0,0,0,335," http://dbpedia.org/ontology/Disease/icd10"
0,0,0,4,0,0,0,0,0,0,0,336," http://dbpedia.org/ontology/Disease/icd9"
0,0,0,15,0,0,0,0,0,0,0,338," http://dbpedia.org/ontology/Disease/medlineplus"
0,0,0,37,0,0,0,0,0,0,0,339," http://dbpedia.org/ontology/Disease/meshId"
0,0,0,44,0,0,0,0,0,0,0,509," http://dbpedia.org/ontology/Grape/notableWine"
0,0,0,160,0,0,0,0,0,0,0,510," http://dbpedia.org/ontology/Grape/origin"
0,0,0,119,0,0,0,0,0,0,0,511," http://dbpedia.org/ontology/Grape/wineRegion"
0,0,0,85,0,0,0,0,0,0,0,1150," http://dbpedia.org/ontology/Species/binomial"
0,0,0,49835,0,0,0,0,0,0,0,1151," http://dbpedia.org/ontology/Species/binomialAuthority"
0,0,0,137720,0,0,0,0,0,0,0,1152," http://dbpedia.org/ontology/Species/class"
0,0,0,3400,0,0,0,0,0,0,0,1153," http://dbpedia.org/ontology/Species/color"
0,0,0,42947,0,0,0,0,0,0,0,1154," http://dbpedia.org/ontology/Species/conservationStatus"
0,0,0,40224,0,0,0,0,0,0,0,1155," http://dbpedia.org/ontology/Species/conservationStatusSystem"
0,0,0,38591,0,0,0,0,0,0,0,1156," http://dbpedia.org/ontology/Species/division"
0,0,0,1543,0,0,0,0,0,0,0,1157," http://dbpedia.org/ontology/Species/domain"
0,0,0,173918,0,0,0,0,0,0,0,1158," http://dbpedia.org/ontology/Species/family"
0,0,0,77504,0,0,0,0,0,0,0,1159," http://dbpedia.org/ontology/Species/genus"
0,0,0,129748,0,0,0,0,0,0,0,1160," http://dbpedia.org/ontology/Species/kingdom"
0,0,0,154656,0,0,0,0,0,0,0,1161," http://dbpedia.org/ontology/Species/order"
0,0,0,98651,0,0,0,0,0,0,0,1162," http://dbpedia.org/ontology/Species/phylum"
0,0,0,1460,0,0,0,0,0,0,0,1163," http://dbpedia.org/ontology/Species/species"
6,2,0,0,1,0,0,0,0,0,0,1260," http://dbpedia.org/ontology/Work/runtime"
277814,296477,0,0,297428,145822,168333,182579,202287,226858,253299,1296," http://dbpedia.org/ontology/abstract"
3,2,0,0,2,0,0,0,0,0,0,1313," http://dbpedia.org/ontology/activeYearsEndYear"
3,2,0,0,2,0,0,0,0,0,0,1317," http://dbpedia.org/ontology/activeYearsStartYear"
1,0,0,0,0,0,0,0,0,0,0,1320," http://dbpedia.org/ontology/added"
1,0,0,0,0,0,0,0,0,0,0,1321," http://dbpedia.org/ontology/address"
3,1,0,0,0,0,0,0,0,0,0,1371," http://dbpedia.org/ontology/album"
2,0,0,0,0,0,0,0,0,0,0,1376," http://dbpedia.org/ontology/alias"
1,1,0,0,1,0,0,0,0,0,0,1380," http://dbpedia.org/ontology/almaMater"
1,0,0,0,0,0,0,0,0,0,0,1437," http://dbpedia.org/ontology/areaCode"
2,1,0,0,1,0,0,0,0,0,0,1465," http://dbpedia.org/ontology/artist"
1,2,0,0,0,0,0,0,0,0,0,1489," http://dbpedia.org/ontology/atcPrefix"
1,1,0,0,0,0,0,0,0,0,0,1490," http://dbpedia.org/ontology/atcSuffix"
1932,1996,0,0,2073,0,0,0,0,2202,2415,1519," http://dbpedia.org/ontology/award"
7,1,0,0,0,0,0,0,0,0,0,1523," http://dbpedia.org/ontology/bSide"
1077,629,148,85,466,55,68,54,75,64,69,1569," http://dbpedia.org/ontology/binomial"
100076,90790,0,49835,105745,43684,50115,55882,74853,80650,88043,1570," http://dbpedia.org/ontology/binomialAuthority"
0,0,45910,0,0,0,0,0,0,0,0,1571," http://dbpedia.org/ontology/binomial_authority"
83,5,0,0,4,0,1,0,1,1,0,1576," http://dbpedia.org/ontology/birthDate"
1,1,0,0,1,0,0,0,0,0,0,1577," http://dbpedia.org/ontology/birthName"
86,4,0,0,4,0,1,0,0,0,0,1578," http://dbpedia.org/ontology/birthPlace"
8,4,0,0,3,0,0,0,0,0,0,1580," http://dbpedia.org/ontology/birthYear"
1569,1779,0,0,1824,0,0,0,0,1704,1831,1626," http://dbpedia.org/ontology/breeder"
1,1,0,0,1,0,0,0,0,0,0,1643," http://dbpedia.org/ontology/builder"
1,3,0,0,1,0,0,0,0,0,0,1694," http://dbpedia.org/ontology/casNumber"
