"count201504","count201510","count33","count34","count35","count36","count37","count38","count39","count40","count43","id","property"
0,0,110,0,0,0,0,0,0,0,0,1300," http://dbpedia.org/ontology/academyaward"
0,0,0,0,0,0,0,0,0,0,239,1310," http://dbpedia.org/ontology/activeYears"
55171,25221,321,5797,4620,27225,46777,54678,61960,71851,26483,1311," http://dbpedia.org/ontology/activeYearsEndDate"
63073,67999,0,0,8645,24680,25710,32229,44913,51755,69168,1313," http://dbpedia.org/ontology/activeYearsEndYear"
67286,30598,426,5908,5344,33561,58659,68100,77156,89426,32247,1315," http://dbpedia.org/ontology/activeYearsStartDate"
131743,141126,0,0,12804,49384,64250,75481,106566,122570,144133,1317," http://dbpedia.org/ontology/activeYearsStartYear"
10,11,1,1,0,1,9,11,12,11,7,1320," http://dbpedia.org/ontology/added"
0,0,0,0,0,0,1,4,2,0,0,1321," http://dbpedia.org/ontology/address"
4,0,0,0,0,0,0,1,0,1,0,1333," http://dbpedia.org/ontology/affiliation"
0,0,0,7,7,21,0,0,0,0,0,1334," http://dbpedia.org/ontology/afiAward"
0,0,6,0,0,0,0,0,0,0,0,1335," http://dbpedia.org/ontology/afiaaward"
0,0,0,0,0,0,0,0,0,0,749,1338," http://dbpedia.org/ontology/agency"
0,0,0,0,0,0,0,0,2,0,0,1351," http://dbpedia.org/ontology/aircraftFighter"
0,0,0,0,0,0,1,2,1,0,0,1371," http://dbpedia.org/ontology/album"
127035,130973,0,0,3435,9699,13824,15064,22357,225232,98318,1376," http://dbpedia.org/ontology/alias"
20040,19406,3949,4182,0,0,0,0,19477,39268,19739,1378," http://dbpedia.org/ontology/allegiance"
89320,114136,2255,2545,3375,23570,42335,60659,75334,98047,121707,1380," http://dbpedia.org/ontology/almaMater"
0,0,0,3,5,8,0,0,0,0,0,1403," http://dbpedia.org/ontology/americanComedyAward"
1345,1546,0,0,29,528,916,1359,1592,1959,1588,1421," http://dbpedia.org/ontology/appointer"
2,1,0,0,0,0,1,1,1,2,1,1430," http://dbpedia.org/ontology/architect"
4,3,0,0,0,0,2,4,4,3,3,1433," http://dbpedia.org/ontology/architecturalStyle"
0,6,0,0,0,0,5,6,7,6,3,1436," http://dbpedia.org/ontology/area"
1,0,0,0,0,1,0,1,2,4,0,1437," http://dbpedia.org/ontology/areaCode"
0,0,0,0,0,4,1,0,0,0,0,1439," http://dbpedia.org/ontology/areaLand"
0,0,0,0,0,4,1,0,0,0,0,1449," http://dbpedia.org/ontology/areaTotal"
0,0,0,0,0,4,1,0,0,0,0,1452," http://dbpedia.org/ontology/areaWater"
0,0,0,0,0,2,0,0,0,0,0,1456," http://dbpedia.org/ontology/arielAward"
0,0,1,0,0,0,0,0,0,0,0,1457," http://dbpedia.org/ontology/arielaward"
9,7,0,0,0,1,9,8,19,18,6,1465," http://dbpedia.org/ontology/artist"
0,0,0,0,0,1,0,2,1,0,0,1474," http://dbpedia.org/ontology/assets"
1346,2567,0,0,85,572,819,969,1239,2024,2813,1476," http://dbpedia.org/ontology/associate"
183,154,0,0,3,93,114,136,137,167,161,1479," http://dbpedia.org/ontology/associatedAct"
85294,82690,2031,2219,1623,31245,51268,62699,71612,78875,84951,1480," http://dbpedia.org/ontology/associatedBand"
85294,82690,2031,2219,1623,31245,51268,62699,71612,78875,84951,1481," http://dbpedia.org/ontology/associatedMusicalArtist"
0,0,0,0,0,0,0,1,0,0,0,1495," http://dbpedia.org/ontology/athletics"
10,7,3,1,3,5,7,11,15,17,6,1503," http://dbpedia.org/ontology/author"
93513,79673,5194,5530,7147,24658,48561,65351,72981,86043,83685,1519," http://dbpedia.org/ontology/award"
44074,46470,875,944,1687,17693,31302,34579,38246,83758,47511,1524," http://dbpedia.org/ontology/background"
0,0,0,66,49,115,0,0,0,0,0,1527," http://dbpedia.org/ontology/baftaAward"
0,0,57,0,0,0,0,0,0,0,0,1528," http://dbpedia.org/ontology/baftaaward"
188,157,0,0,0,0,313,365,326,189,104,1530," http://dbpedia.org/ontology/bandMember"
0,0,0,0,0,0,2,3,0,0,0,1534," http://dbpedia.org/ontology/basedOn"
0,0,60,71,0,0,0,0,0,0,0,1537," http://dbpedia.org/ontology/bats"
18815,643,0,0,0,0,15499,17434,17985,37132,664,1538," http://dbpedia.org/ontology/battingSide"
