"count201504","count201510","count33","count34","count35","count35.1","count36","count37","count38","count39","count40","id","property"
0,0,0,185,0,0,0,0,0,0,0,17," http://dbpedia.org/ontology/Airline/alliance"
0,0,0,315,0,0,0,0,0,0,0,18," http://dbpedia.org/ontology/Airline/destination"
0,0,0,4385,0,0,0,0,0,0,0,19," http://dbpedia.org/ontology/Airline/headquarter"
0,0,0,2968,0,0,0,0,0,0,0,20," http://dbpedia.org/ontology/Airline/hubAirport"
0,0,0,59,0,0,0,0,0,0,0,21," http://dbpedia.org/ontology/Airline/lounge"
0,0,0,933,0,0,0,0,0,0,0,22," http://dbpedia.org/ontology/Airline/targetAirport"
0,0,0,34,0,0,0,0,0,0,0,26," http://dbpedia.org/ontology/Album/producer"
0,0,0,38,0,0,0,0,0,0,0,27," http://dbpedia.org/ontology/Album/review"
0,0,0,38236,0,0,0,0,0,0,0,63," http://dbpedia.org/ontology/Artist/genre"
0,0,0,1182,0,0,0,0,0,0,0,67," http://dbpedia.org/ontology/Artist/instrument"
0,0,0,24293,0,0,0,0,0,0,0,68," http://dbpedia.org/ontology/Artist/label"
4,2,0,0,2,0,0,0,0,0,0,78," http://dbpedia.org/ontology/Astronaut/timeInSpace"
0,0,0,10,0,0,0,0,0,0,0,84," http://dbpedia.org/ontology/Automobile/assembly"
0,0,0,4,0,0,0,0,0,0,0,85," http://dbpedia.org/ontology/Automobile/bodyStyle"
0,0,0,5,0,0,0,0,0,0,0,86," http://dbpedia.org/ontology/Automobile/class"
0,0,0,7,0,0,0,0,0,0,0,88," http://dbpedia.org/ontology/Automobile/engine"
0,0,0,8,0,0,0,0,0,0,0,90," http://dbpedia.org/ontology/Automobile/height"
0,0,0,1,0,0,0,0,0,0,0,91," http://dbpedia.org/ontology/Automobile/layout"
0,0,0,12,0,0,0,0,0,0,0,92," http://dbpedia.org/ontology/Automobile/length"
0,0,0,2,0,0,0,0,0,0,0,93," http://dbpedia.org/ontology/Automobile/parentCompany"
0,0,0,2,0,0,0,0,0,0,0,94," http://dbpedia.org/ontology/Automobile/platform"
0,0,0,1,0,0,0,0,0,0,0,95," http://dbpedia.org/ontology/Automobile/relatedAutomobile"
0,0,0,7,0,0,0,0,0,0,0,96," http://dbpedia.org/ontology/Automobile/transmission"
0,0,0,4,0,0,0,0,0,0,0,97," http://dbpedia.org/ontology/Automobile/weight"
3,7,0,9,10,0,0,0,0,0,0,98," http://dbpedia.org/ontology/Automobile/wheelbase"
0,0,0,11,0,0,0,0,0,0,0,99," http://dbpedia.org/ontology/Automobile/width"
0,0,0,2,0,0,0,0,0,0,0,160," http://dbpedia.org/ontology/Beverage/introduced"
0,0,0,6,0,0,0,0,0,0,0,161," http://dbpedia.org/ontology/Beverage/manufacturer"
0,0,0,3,0,0,0,0,0,0,0,162," http://dbpedia.org/ontology/Beverage/origin"
0,0,0,4,0,0,0,0,0,0,0,163," http://dbpedia.org/ontology/Beverage/related"
0,0,0,3,0,0,0,0,0,0,0,164," http://dbpedia.org/ontology/Beverage/variant"
0,0,0,1775,0,0,0,0,0,0,0,188," http://dbpedia.org/ontology/Broadcast/airDate"
0,0,0,1235,0,0,0,0,0,0,0,189," http://dbpedia.org/ontology/Broadcast/broadcastArea"
0,0,0,241,0,0,0,0,0,0,0,190," http://dbpedia.org/ontology/Broadcast/closingDate"
0,0,0,208,0,0,0,0,0,0,0,191," http://dbpedia.org/ontology/Broadcast/coordinates"
